"Id"	"Accession"	"Gene_name"	"Identification_type_10amol_1"	"Identification_type_10amol_2"	"Identification_type_10amol_3"	"Identification_type_10amol_4"	"Identification_type_50amol_1"	"Identification_type_50amol_3"	"Identification_type_50amol_2"	"Identification_type_50amol_4"	"Identification_type_100amol_1"	"Identification_type_100amol_3"	"Identification_type_100amol_2"	"Identification_type_100amol_4"	"Identification_type_250amol_1"	"Identification_type_250amol_2"	"Identification_type_250amol_3"	"Identification_type_250amol_4"	"Identification_type_500amol_1"	"Identification_type_500amol_3"	"Identification_type_500amol_2"	"Identification_type_500amol_4"	"Identification_type_1fmol_1"	"Identification_type_1fmol_2"	"Identification_type_1fmol_3"	"Identification_type_1fmol_4"	"Identification_type_5fmol_1"	"Identification_type_5fmol_3"	"Identification_type_5fmol_2"	"Identification_type_5fmol_4"	"Identification_type_10fmol_1"	"Identification_type_10fmol_2"	"Identification_type_10fmol_3"	"Identification_type_10fmol_4"	"Identification_type_25fmol_1"	"Identification_type_25fmol_2"	"Identification_type_25fmol_3"	"Identification_type_25fmol_4"	"Identification_type_50fmol_1"	"Identification_type_50fmol_2"	"Identification_type_50fmol_3"	"Identification_type_50fmol_4"	"Specific_peptides"	"Intensity_10amol_1"	"Intensity_10amol_2"	"Intensity_10amol_3"	"Intensity_10amol_4"	"Intensity_50amol_1"	"Intensity_50amol_3"	"Intensity_50amol_2"	"Intensity_50amol_4"	"Intensity_100amol_1"	"Intensity_100amol_3"	"Intensity_100amol_2"	"Intensity_100amol_4"	"Intensity_250amol_1"	"Intensity_250amol_2"	"Intensity_250amol_3"	"Intensity_250amol_4"	"Intensity_500amol_1"	"Intensity_500amol_3"	"Intensity_500amol_2"	"Intensity_500amol_4"	"Intensity_1fmol_1"	"Intensity_1fmol_2"	"Intensity_1fmol_3"	"Intensity_1fmol_4"	"Intensity_5fmol_1"	"Intensity_5fmol_3"	"Intensity_5fmol_2"	"Intensity_5fmol_4"	"Intensity_10fmol_1"	"Intensity_10fmol_2"	"Intensity_10fmol_3"	"Intensity_10fmol_4"	"Intensity_25fmol_1"	"Intensity_25fmol_2"	"Intensity_25fmol_3"	"Intensity_25fmol_4"	"Intensity_50fmol_1"	"Intensity_50fmol_2"	"Intensity_50fmol_3"	"Intensity_50fmol_4"
126103	"OSW7_YEAST"	NA	"By MS/MS"	"By matching"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By matching"	"By matching"	"By MS/MS"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By MS/MS"	"By matching"	"By MS/MS"	"By matching"	"By matching"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By matching"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By matching"	"By MS/MS"	"By MS/MS"	"By matching"	4	1149644.5	1368747.12	172091.14	1239459.5	443896	1295576.5	1366542.88	1183127.62	1528906.12	602982.19	1476002.38	249303.05	535094.06	281611.81	585092.69	400979.19	527642.38	2071349.62	2059017.12	535499.75	595480.38	906984.62	631339.81	639315.38	1869975	2156465.25	2101989.5	NA	553014.06	2783401.5	2527025.75	NA	2518594.5	928416.56	2777401.25	2453397.5	823068.38	716943.31	894243.31	1643043
123649	"OTC_YEAST"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	83	5489549	7027478.5	4912486	5237886.5	5265551	5896368	4707062	4431660.5	7130469.5	6351475	5654485	4553062	5004104.5	4851861.5	5929255.5	3034675	6448160.5	6324947	4916551.5	4921815	5138901	5612359	5573451	6670603.5	5919010	5706722	5208215	5386536	6679003.5	4160505.75	5891752	6923648	6604116	5167788.5	5445852.5	5143146.5	6790654	4545248	4567091	2601974.75
126272	"OTU1_YEAST"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By matching"	"By MS/MS"	"By matching"	"By matching"	34	2858473.75	3611795	2822815.5	2344604	3094670.75	2853865.5	3239615	2510232.75	4325218	4217174.5	3398761.75	3030674.5	2964383.5	3103233.5	3485282.25	3031239	2936194	3903318.75	3181214	3067998	2992561.25	2687564.5	3642252	3054855	3372265	3429733.5	3315774	3214016.75	3131851.5	3098232.25	3373307	3239550.75	4213839.5	3300858.5	3115238.5	3476836.25	2144885.25	3261049.25	3924568.25	1095759.38
124540	"OTU2_YEAST"	NA	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	66	1931413.38	2073279.5	1991660	1728787.75	2316689.25	2472271.75	360592.31	1582067.62	2122126.5	2588688	2521957.75	2458759.75	2335664.25	2032925.62	2434127.5	1745390.62	2214773.25	2997928.75	2225296.25	1808612.88	2178852.25	774415.25	2432233.25	2337792.5	2099083	2717172	1997039.62	2154225.5	2899696.25	2557723.25	2687396.75	2533568.75	3239467	2480003.75	2686752.75	2225499.5	3381413.25	2444040.5	3478427.5	2136615
125573	"OXA1_YEAST"	NA	"By matching"	"By matching"	"By matching"	"By MS/MS"	"By matching"	"By matching"	"By matching"	"By MS/MS"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By MS/MS"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By MS/MS"	"By matching"	"By matching"	"By matching"	"By MS/MS"	"By matching"	"By matching"	"By matching"	"By matching"	5	1606757.5	1609906.62	1768360	1828945.25	1770186.38	1832796.5	1622403.88	1703970.25	1664347.25	2083565.38	1982509.5	1588391.25	1829835.5	1466794.62	1795447.12	1729762.25	2280111.5	1732246.12	1658347.25	1633934.25	1604467.5	1610303.5	1477101.5	1817751.5	1736080	2290004.75	1527951	1606375.62	1652481.62	1708739.38	2079998	1775109.75	2461618.5	1749084.88	2193549.5	1777748	2231979.25	1762036.12	2562617.75	1218440.62
124577	"OYE2_YEAST"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	886	357275872	396462656	342804896	324002912	345852224	390337696	340357024	299261024	402953408	427567232	389163328	343022720	351390400	333617376	382542336	288678752	359855104	419898720	358208800	327114400	353857856	349899968	404032960	356193728	343839104	404998048	334835488	354449568	388932896	362525152	416537632	390778432	450462336	349453632	412757248	357122368	442179648	352102336	427714016	262795680
124578	"OYE3_YEAST"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	1	NA	NA	NA	NA	158850.44	NA	NA	NA	303260.91	229089.73	NA	NA	NA	NA	NA	NA	NA	279462.72	NA	NA	NA	NA	167509.66	178531.62	NA	NA	187884.78	NA	208882.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
125180	"P5CR_YEAST"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	360	62671516	69092736	57462132	53752012	60167188	64176724	58860876	48893208	69324560	69953144	67058372	56167256	58609596	58708276	66996956	49398020	60523524	64826784	56450512	56642088	57402748	57248736	66335696	58966764	56308980	66321320	54492948	58026260	61410664	59288204	67217592	61263764	71609296	59046432	66355300	59121064	74395832	58296064	68518760	40159348
125155	"PAA1_YEAST"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	321	69422064	75548048	63146148	60768124	62973424	72180560	61161888	54348972	72145112	79553448	66264088	61114712	60322728	59471068	69573480	55727132	68651808	75481096	61527972	61650976	61227180	62344980	74839440	68796160	59645500	75581680	57368028	65837284	71425008	66923464	73385992	68655520	82182128	64116184	76255000	67031876	85997792	66374408	79933792	44276640
126301	"PABP_YEAST"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	1799	633864064	690366208	595856512	569451008	619480704	658249024	605744512	520061408	711219776	722221056	680708864	595397952	620664512	591061248	670279680	515265088	625208960	705522432	615004864	568076800	602972352	590703488	686256832	613677056	589172416	700377152	571093248	625712000	661569920	625921408	722574464	677148992	783628032	620708992	720492544	646823424	803388992	630204672	737945472	420176896
126143	"PABS_YEAST"	NA	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	62	3046739.5	1417744.38	2872453	2600007.5	3065922.25	3637541.25	3320866.75	2984232.5	3572739.75	3751338.5	4021149.75	3272845.25	3430106.25	3092656.25	3985675.75	2488214.25	3649229.75	4107549.5	3104255.25	2929465	3258216.25	3159777.25	3787546.75	2849481.5	3033735.5	3729690	2880814	3093742.75	3500874.75	3788670	1565157.38	4181942.5	3971049.75	3219485.5	4597224.5	3437697.75	4482266.5	3746472.25	4407225.5	2304638.5
125527	"PAF1_YEAST"	NA	"By MS/MS"	"By matching"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By matching"	"By matching"	"By MS/MS"	"By matching"	"By matching"	"By matching"	"By MS/MS"	"By matching"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By matching"	"By matching"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By matching"	"By MS/MS"	"By MS/MS"	"By matching"	"By matching"	21	6893616	5983190	5857708.5	5852774	6077436	6758855.5	4855211	5104638	6942110.5	7007004	6142692	5477948.5	6283244	5989758	6999335	5459590	6078253	6625908.5	6143464.5	5461871.5	6385891.5	5566085.5	7000490	6528311.5	5254926.5	6648788.5	6106927.5	7505512	6276671.5	6060247.5	6167243.5	6230339	8120578.5	6317859	7259824.5	5871979	7935035	6090084.5	7478103.5	2872038.75
124323	"PAH1_YEAST"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By MS/MS"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By MS/MS"	"By MS/MS"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By MS/MS"	"By MS/MS"	"By matching"	"By matching"	"By matching"	"By matching"	"By MS/MS"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	4	532082.44	522921.09	473707.12	320652.25	487954.28	617575.06	550996.81	355535.59	333841.94	520523.91	577112	437927.56	443407.41	486197.69	NA	494800.72	NA	572522.94	434761.75	441284.69	444476.59	NA	534671.44	500306.91	453340.72	506447.12	453826.34	486362.91	527411.38	456370.34	563002.81	471763.81	647914.81	478278.16	594692.31	448422.72	633352.88	NA	716183.75	365231.47
124116	"PAL1_YEAST"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	66	2795260.25	3026771	1057620.5	829255.44	962704.19	2832524	2112225	2833759.25	1057330.38	3064311.25	3987768	2547377.25	2299235	2070453.88	3529186.25	525571.88	3489254.25	2860971.25	3561065	3691295	2848175.5	2285886.5	3011205.5	2571039.25	2860240.25	3273592.75	2578402.75	3961506.5	3028966	3945344.5	1903374.88	1946918.75	175777.36	3079426	2388850.75	2128691	4280639	267399.19	4144505.75	2171894
124622	"PAM1_YEAST"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	115	3383289.5	3671836.5	3334437.25	3437105	3164223.25	4206353.5	3463493.5	3070595.75	3997698.25	3947869	3777904.5	3255949	3190246.25	3252695.75	4368456	2873290.75	3490985.5	4113551.5	3694478.25	3133623.5	3603516	3325198	3848790.75	3326837.5	3494729.5	4158919	3053485.5	3731423.75	3870123.75	3793589.25	3997755.75	3720697	4179157.25	3495895	4054627.25	3746929.5	4945949.5	3766432.5	4260917.5	2879642
123639	"PAM17_YEAST"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	120	7518231.5	8175889	7118375.5	7347366.5	7633935.5	8140994.5	7450222	6367923	8738164	9944190	8770744	7781396.5	7576008	7223755	8563348	6007249	8293775.5	9084307	7985623.5	7432249	7675951	7072806	8203790.5	7429355	7155014	8416073	7304409.5	8044366	8918982	8181651.5	8894920	8542913	10029100	7365092.5	9781150	8108843.5	10216353	8099743	9547553	4926392.5
125164	"PAN1_YEAST"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	362	23809584	27190642	24433746	23332816	23275148	26177812	23389856	19703376	25214064	28706238	26155744	22174950	22822718	23857906	26022956	20634544	23531368	27700818	23863124	22197286	23588900	22736638	24842050	24018488	22859672	29196292	22217854	24389618	23803670	23646786	26211536	24862520	29779848	23307682	27606308	24418598	28535704	24017732	27859510	13914181
126273	"PAN2_YEAST"	NA	"By MS/MS"	"By matching"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	56	1305340.12	2039828.25	153185.67	105145.36	1729973.5	1337024.75	1166959.5	147007.28	1876357	2167556.25	2014890.5	2152609.75	1192326.38	1647974.88	1534105	1272542.88	1699771.5	2055210	1642816.5	1071381.38	1111714.75	1545511.5	1597118.5	NA	1486614	2878381	1577518.12	182689.39	1953701.62	1255008.88	2008964	1719310.25	1835927	1438428	2918341.25	1255971.5	1894698.12	1269365.12	1793113.12	1042549.94
124603	"PAN3_YEAST"	NA	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	61	3623843.25	4253143	4134315	3253479	3648011.5	4613245	4212372.5	3407931	4362114	4602970.5	4142345.25	4161727	3759294	3742409.5	4399933.5	3470652	3669236.75	4402820	3436984.25	3808575.25	3779567.25	3634245.25	1367748.25	3969956	3928457.25	4615636.5	4173440.5	3950377.25	4151486.5	4122354	4664147.5	4316323	2235102.25	4478553	4981854	4705089.5	5381750	4108964.5	5139869	2900998.75
125370	"PANB_YEAST"	NA	"By matching"	"By matching"	"By MS/MS"	"By MS/MS"	"By matching"	"By matching"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By matching"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By matching"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By matching"	14	1751207.88	1410143.75	1110774	1142908.38	1176889.62	1263101	1205615.38	979859	1347363	1439387.88	1549959.25	333906.09	1329768.38	1142135.12	1454202.88	933589.81	267567.69	1527460.62	1228703.12	1248453.88	1300522.12	435369.66	1447091.12	1388650.75	1387842.25	1526441.25	1262347.88	1446261.12	1727522.12	1260531.62	1731378.75	1188067.5	2259423	1657162.88	1581613	1492200	2025671.12	711214.44	1514949.5	711008.94
126431	"PANC_YEAST"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	115	8451762	9398876	5702585	8146594.5	10174200	8950701	6788826	6662719.5	10846873	8708501	9241848	7421250	8518431	6966408	8967925	6607016.5	7355390	9597012	8915046	6433024.5	7184891.5	1307806.88	9469401	7123019	7041014.5	9516895	6688019	8532084	8799496	10932578	9281815	8196634	11234201	8441316	9178427	8213980	11943063	6771401	7833237	4822444
125202	"PANE_YEAST"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	219	27639790	28312876	24014670	26957386	24977264	27796892	24854708	22437346	27389496	29830312	28780174	24865934	24990406	26855576	28676458	23089950	26427540	29464806	24989266	23153222	24562572	25707852	28424024	26104524	22872426	29111040	24267732	27142734	25571030	26469798	28259536	30087536	30829714	25505408	29488940	24999324	32648848	25284980	28311648	13539722
124917	"PANK_YEAST"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	115	9073100	10731878	9508122	9272546	10342090	10361052	9903658	6612437	10654862	11531610	10836438	10144814	10616885	8513607	9934352	6065742.5	11369555	11616359	8847098	8340106	9846204	8464836	10856712	9521496	10265335	11568785	9570787	9242801	10063935	10076239	10578932	8754938	10868219	8748663	8656214	9180208	10389010	7389833.5	6881402	3444189.25
